season,episode_general,episode_season,pitch,Sequence,Badidea,OpenInvestment,OpenEquity,OpenValue,Offer,OfSharksWhoBid,OfSharksWhoWon,SharksBidding,SharksWinning,RefusedSharks,RefusedInvestment,RefusedEquity,InvestOffered,EquityOffered,ValueOffered,offertoopen,AcceptedInvestment,AcceptedEquity,AcceptedValue,Finaltoopen,Accepted,Offeredandrejected,Licensing,Business,Duration,CurrentSales,CumulativeSales,ProjectedSales,PatentStatus,BulkOrders,TeamSize,Education,PastExperience,TimeDevoted,Endorsement,MoreThan1SharkBid,PatentStatus_v2,female,mixed_team,OpenInvestment_mio,OpenValue_mio,RefusedInvestment_mio,InvestOffered_mio,CurrentSales_mio,CumulativeSales_mio,ProjectedSales_mio,ValueOffered_mio,AcceptedInvestment_mio,AcceptedValue_mio,equity_diff,patent1,patent2,patent3,best_offertoopen,best_accepted_equity,best_accepted_value,best_accepted_value_mio,best_accepted_invest
3,38,15,160,4,0,500000,0.33,1515151.515,1,4,2,"Kevin O & Mark, Barbara , Daymond",Kevin O & Mark,Robert,1000000,0.75,1000000,0.75,1333333,0.87999978,500000,0.4,1250000,0.825,1,0,0,Electronic keys,,,,,Patent filed (any kind),,1,3,0,0,0,1,0.5,0,0,0.5,1.5151515,1,1,,,,1.333333,0.5,1.25,0.07,0,1,0,0.82499999,0.40000001,1250000,1.25,0.5
4,39,1,161,1,0,200000,0.1,2000000,1,1,0,Mark,,Mark,200000,0.33,200000,0.33,606061,0.3030305,,,,,0,1,0,Coat check,,,,,Patent obtained,,1,2,0,0,0,0,1,0,0,0.2,2,0.2,0.2,,,,0.60606098,,,,0,0,1,0.30303049,0.33000001,606061,0.60606098,0.2
4,39,1,162,2,0,50000,0.1,500000,1,3,1,"Robert, Kevin O, Barbara",Barbara,Robert,50000,0.75,50000,0.75,66667,0.133334,50000,0.51,98039.21569,0.196078431,1,0,0,Belt buckles to hold beverages,48,340000,,,Patent obtained,,1,1,0,0,0,1,1,0,0,0.050000001,0.5,0.050000001,0.050000001,0.34,,,0.066666998,0.050000001,0.098039217,0.41,0,0,1,0.19607843,0.50999999,98039.219,0.098039217,0.050000001
4,39,1,163,3,0,100000,0.1,1000000,0,0,0,,,,,,,,,,,,,,0,0,0,Massage training,84,,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.1,1,,,,,,,,,,1,0,0,,,,,
4,39,1,164,4,0,125000,0.07,1785714.286,1,5,5,"Kevin O ,Daymond, Robert, Mark, Barbara","Kevin O ,Daymond, Robert, Mark, Barbara",,,,250000,0.25,1000000,0.56,250000,0.25,1000000,0.56,1,0,0,Bed bugs detector,6,150000,,,Patent filed (any kind),,2,0,0,0,0,1,0.5,1,0,0.125,1.7857143,,0.25,0.15000001,,,1,0.25,1,0.18000001,0,1,0,0.56,0.25,1000000,1,0.25
4,40,2,165,1,0,150000,0.1,1500000,1,4,1,"Mark, Robert, Daymond & Kevin O",Mark,Robert,150000,0.25,300000,0.3,1000000,0.666666667,300000,0.3,1000000,0.666666667,1,0,0,Surfset fitness product,4,150000,,,No patent effort,,2,3,0,0,0,1,0,0,1,0.15000001,1.5,0.15000001,0.30000001,0.15000001,,,1,0.30000001,1,0.2,1,0,0,0.66666669,0.30000001,1000000,1,0.30000001
4,40,2,166,2,0,50000,0.1,500000,0,0,0,,,,,,,,,,,,,,0,0,0,Style DVD for men,1,22275,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.050000001,0.5,,,0.022275001,,,,,,,1,0,0,,,,,
4,40,2,167,3,0,250000,0.33,757575.7576,0,0,0,,,,,,,,,,,,,,0,0,0,Ice-cream,24,750000,2000000,,No patent effort,,2,0,0,0,0,0,0,1,0,0.25,0.75757575,,,0.75,2,,,,,,1,0,0,,,,,
4,40,2,168,4,0,50000,0.05,1000000,1,3,2,"Kevin O & Daymond, Barbara",Kevin O & Daymond,Barbara,50000,0.25,70000,0.35,200000,0.2,70000,0.35,200000,0.2,1,0,0,Smart phone app,,27500,,,No patent effort,,2,0,0,0,0,1,0,0,0,0.050000001,1,0.050000001,0.07,0.0275,,,0.2,0.07,0.2,0.30000001,1,0,0,0.2,0.34999999,200000,0.2,0.07
4,41,3,169,1,0,200000,0.1,2000000,0,0,0,,,,,,,,,,,,,,0,0,0,Gluten free cookies,,1000000,,,No patent effort,,2,0,0,0,0,0,0,0,1,0.2,2,,,1,,,,,,,1,0,0,,,,,
4,41,3,170,2,0,100000,0.2,500000,1,4,2,"Kevin O & Barbara, Daymond & Mark",Daymond & Mark,Kevin O & Barbara,100000,1,100000,1,100000,0.2,100000,0.4,250000,0.5,1,0,1,Bracelets with healing rocks,66,,300000,,No patent effort,,1,0,0,0,1,1,0,0,0,0.1,0.5,0.1,0.1,,0.30000001,,0.1,0.1,0.25,0.2,1,0,0,0.5,0.40000001,250000,0.25,0.1
4,41,3,171,3,0,500000,0.15,3333333.333,0,0,0,,,,,,,,,,,,,,0,0,0,Eco friendly diapers,144,3900000,2400000,,Patent obtained,,1,0,0,0,0,0,1,1,0,0.5,3.3333333,,,3.9000001,2.4000001,,,,,,0,0,1,,,,,
4,41,3,172,4,0,100000,0.15,666666.6667,1,2,1,"Kevin O,Mark",Kevin O,Mark,100000,0.5,100000,0.5,200000,0.3,100000,0.3,333333.3333,0.5,1,0,0,Posture,,330000,,,Patent filed (any kind),,2,0,0,0,1,1,0.5,0,0,0.1,0.66666669,0.1,0.1,0.33000001,,,0.2,0.1,0.33333334,0.15000001,0,1,0,0.5,0.30000001,333333.34,0.33333334,0.1
4,42,4,173,1,0,150000,0.15,1000000,1,2,2,"Daymond, Robert","Daymond, Robert",,,,150000,0.25,600000,0.6,150000,0.25,600000,0.6,1,0,0,Chicken dip,24,,400000,,No patent effort,,2,0,0,0,0,1,0,0,1,0.15000001,1,,0.15000001,,0.40000001,,0.60000002,0.15000001,0.60000002,0.1,1,0,0,0.60000002,0.25,600000,0.60000002,0.15000001
4,42,4,174,2,0,85000,0.12,708333.3333,0,0,0,,,,,,,,,,,,,,0,0,0,Lifter hamper,6,,,,Patent obtained,,1,0,0,1,0,0,1,0,0,0.085000001,0.70833331,,,,,,,,,,0,0,1,,,,,
4,42,4,175,3,0,40000,0.33,121212.1212,1,2,1,"Robert, Lori",Lori,Robert,40000,0.45,40000,0.45,88889,0.73333425,40000,0.33,121212.1212,1,1,0,0,Food package,,,,,Patent filed (any kind),,2,0,0,0,0,1,0.5,0,0,0.039999999,0.12121212,0.039999999,0.039999999,,,,0.088889003,0.039999999,0.12121212,0,0,1,0,1,0.33000001,121212.13,0.12121212,0.039999999
4,42,4,176,4,0,2000000,0.1,20000000,0,0,0,,,,,,,,,,,,,,0,0,0,Phone tracker,,5000000,,7200000,Patent obtained,,1,0,1,1,0,0,1,0,0,2,20,,,5,,7.1999998,,,,,0,0,1,,,,,
4,43,5,177,1,0,50000,0.25,200000,1,3,1,"Kevin O, Lori, Daymond",Daymond,Kevin O,50000,,50000,0.3,166667,0.833335,50000,0.3,166666.6667,0.833333333,1,0,0,Children clothes,1,300000,,,No patent effort,,1,0,0,0,0,1,0,1,0,0.050000001,0.2,0.050000001,0.050000001,0.30000001,,,0.166667,0.050000001,0.16666667,0.050000001,1,0,0,0.83333331,0.30000001,166666.67,0.16666667,0.050000001
4,43,5,178,2,1,75000,0.2,375000,0,0,0,,,,,,,,,,,,,,0,0,0,Waffle,1,1000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.075000003,0.375,,,0.001,,,,,,,1,0,0,,,,,
4,43,5,179,3,0,50000,0.4,125000,0,0,0,,,,,,,,,,,,,,0,0,0,Spatula,,,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.050000001,0.125,,,,,,,,,,1,0,0,,,,,
4,43,5,180,4,0,200000,0.1,2000000,1,2,1,"Lori, Kevin O",Lori,Kevin O,200000,0.25,200000,0.25,800000,0.4,200000,0.25,800000,0.4,1,0,0,Vitamin spray,9,125000,,,No patent effort,,2,0,0,0,0,1,0,0,0,0.2,2,0.2,0.2,0.125,,,0.80000001,0.2,0.80000001,0.15000001,1,0,0,0.40000001,0.25,800000,0.80000001,0.2
4,44,6,181,1,0,55000,0.05,1100000,1,2,1,"Robert, Barbara",Barbara,Robert,100000,0.25,100000,0.25,400000,0.363636364,55000,0.15,366666.6667,0.333333333,1,0,0,Lobsters,2,85000,150000,,No patent effort,,2,0,0,0,0,1,0,0,0,0.055,1.1,0.1,0.1,0.085000001,0.15000001,,0.40000001,0.055,0.36666667,0.1,1,0,0,0.33333334,0.15000001,366666.66,0.36666664,0.055
4,44,6,182,2,0,200000,0.1,2000000,1,1,0,Kevin O,,Kevin O,200000,0.5,200000,0.5,400000,0.2,,,,,0,1,0,Bottle cover,11,320000,,,Patent obtained,,1,0,0,0,0,0,1,0,0,0.2,2,0.2,0.2,0.31999999,,,0.40000001,,,,0,0,1,0.2,0.5,400000,0.40000001,0.2
4,44,6,183,3,0,250000,0.15,1666666.667,1,1,1,Daymond,Daymond,,250000,0.3,250000,0.3,833333,0.4999998,250000,0.3,833333.3333,0.5,1,0,0,Protein water,3,126000,,,No patent effort,,1,0,0,0,1,0,0,0,1,0.25,1.6666666,0.25,0.25,0.126,,,0.83333302,0.25,0.83333331,0.15000001,1,0,0,0.5,0.30000001,833333.31,0.83333331,0.25
4,44,6,184,4,0,175000,0.15,1166666.667,1,1,0,Robert,,Robert,175000,0.5,175000,0.5,350000,0.3,,,,,0,1,0,Eco friendly cleaning products,24,100000,350000,250000,No patent effort,,2,0,0,0,0,0,0,0,1,0.175,1.1666666,0.175,0.175,0.1,0.34999999,0.25,0.34999999,,,,1,0,0,0.30000001,0.5,350000,0.34999999,0.175
4,45,7,185,1,0,100000,0.1,1000000,1,3,1,"Kevin O,  Lori, Daymond",Lori,Kevin O,100000,,200000,0.2,1000000,1,200000,0.2,1000000,1,1,0,0,Scrubber,4,,100000,,Patent obtained,,1,0,1,0,0,1,1,0,0,0.1,1,0.1,0.2,,0.1,,1,0.2,1,0.1,0,0,1,1,0.2,1000000,1,0.2
4,45,7,186,2,0,125000,0.2,625000,0,0,0,,,,,,,,,,,,,,0,0,0,Yogurt for dogs,12,30000,,,No patent effort,,2,0,0,0,0,0,0,0,1,0.125,0.625,,,0.029999999,,,,,,,1,0,0,,,,,
4,45,7,187,3,0,300000,0.1,3000000,1,2,2,Robert & Kevin O,Robert & Kevin O,,,,300000,0.33,909091,0.303030333,300000,0.33,909090.9091,0.303030303,1,0,0,Self balancing Unicycle,,,,,Patent obtained,,2,0,0,0,0,1,1,0,0,0.30000001,3,,0.30000001,,,,0.909091,0.30000001,0.90909094,0.23,0,0,1,0.30303031,0.33000001,909090.94,0.90909094,0.30000001
4,45,7,188,4,0,60000,0.2,300000,0,0,0,,,,,,,,,,,,,,0,0,0,Women's clothes-slips,18,,150000,,No patent effort,,1,0,1,0,0,0,0,0,0,0.059999999,0.30000001,,,,0.15000001,,,,,,1,0,0,,,,,
4,46,8,189,1,0,65000,0.25,260000,1,1,1,Lori,Lori,,,,65000,0.25,260000,1,65000,0.25,260000,1,1,0,0,Baby product,12,20000,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.064999998,0.25999999,,0.064999998,0.02,,,0.25999999,0.064999998,0.25999999,0,1,0,0,1,0.25,260000,0.25999999,0.064999998
4,46,8,190,2,0,25000,0.15,166666.6667,0,0,0,,,,,,,,,,,,,,0,0,0,Fly trapper,,,,,No patent effort,,1,0,0,0,1,0,0,0,0,0.025,0.16666667,,,,,,,,,,1,0,0,,,,,
4,46,8,191,3,0,90000,0.05,1800000,1,3,1,"Kevin O,Lori, Daymond",Lori,,,,90000,0.08,1125000,0.625,90000,0.08,1125000,0.625,1,0,0,Plate topper,4,1000000,,,Patent obtained,,1,3,0,0,0,1,1,0,0,0.090000004,1.8,,0.090000004,1,,,1.125,0.090000004,1.125,0.029999999,0,0,1,0.625,0.079999998,1125000,1.125,0.090000004
4,47,9,192,1,0,150000,0.2,750000,1,2,1,"Mark, Kevin O",Kevin O,Mark,150000,0.3,150000,0.4,375000,0.5,150000,0.4,375000,0.5,1,0,0,Drive suits,0,,,,No patent effort,,1,0,0,0,0,1,0,0,0,0.15000001,0.75,0.15000001,0.15000001,,,,0.375,0.15000001,0.375,0.2,1,0,0,0.5,0.40000001,375000,0.375,0.15000001
4,47,9,193,2,0,15000,0.15,100000,0,0,0,,,,,,,,,,,,,,0,0,0,Computer classes online,6,35000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.015,0.1,,,0.035,,,,,,,1,0,0,,,,,
4,47,9,194,3,0,250000,0.1,2500000,0,0,0,,,,,,,,,,,,,,0,0,0,Online real estate software,,,,,Patent filed (any kind),,1,0,1,0,0,0,0.5,0,0,0.25,2.5,,,,,,,,,,0,1,0,,,,,
4,47,9,195,4,0,250000,0.15,1666666.667,1,3,2,"Barbara& Mark, Daymond ",Barbara & Mark,Daymond,250000,0.25,250000,0.4,625000,0.375,250000,0.4,625000,0.375,1,0,0,Sugar free candy,,340000,700000,,No patent effort,,2,2,0,0,0,1,0,1,0,0.25,1.6666666,0.25,0.25,0.34,0.69999999,,0.625,0.25,0.625,0.25,1,0,0,0.375,0.40000001,625000,0.625,0.25
4,48,10,196,1,0,35000,0.1,350000,1,1,0,Kevin O,,Kevin O,35000,0.4,35000,0.4,87500,0.25,,,,,0,1,0,Online boutique for wedding dress,3,,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.035,0.34999999,0.035,0.035,,,,0.087499999,,,,1,0,0,0.25,0.40000001,87500,0.087499999,0.035
4,48,10,197,2,0,105000,0.2,525000,0,0,0,,,,,,,,,,,,,,0,0,0,Wine on the cruses,12,250000,,,No patent effort,,2,0,0,0,0,0,0,0,0,0.105,0.52499998,,,0.25,,,,,,,1,0,0,,,,,
4,48,10,198,3,0,100000,0.25,400000,0,0,0,,,,,,,,,,,,,,0,0,0,Online tie shop,6,,,,No patent effort,,2,0,0,0,0,0,0,0,0,0.1,0.40000001,,,,,,,,,,1,0,0,,,,,
4,48,10,199,4,0,75000,0.1,750000,1,2,2,Kevin O & Robert,Kevin O & Robert,,,,150000,0.2,750000,1,150000,0.2,750000,1,1,0,0,Nutrition shot,3,,,,No patent effort,,1,3,0,0,0,1,0,0,0,0.075000003,0.75,,0.15000001,,,,0.75,0.15000001,0.75,0.1,1,0,0,1,0.2,750000,0.75,0.15000001
4,49,11,200,1,0,150000,0.15,1000000,1,1,1,Barbara,Barbara,,,,150000,0.15,1000000,1,150000,0.15,1000000,1,1,0,0,Play and party place,,350000,,,No patent effort,,2,0,0,0,0,0,0,1,0,0.15000001,1,,0.15000001,0.34999999,,,1,0.15000001,1,0,1,0,0,1,0.15000001,1000000,1,0.15000001
4,49,11,201,2,0,250000,0.05,5000000,0,0,0,,,,,,,,,,,,,,0,0,0,Fudge,,60000,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.25,5,,,0.059999999,,,,,,,1,0,0,,,,,
4,49,11,202,3,0,150000,0.3,500000,1,1,1,Mark,Mark,,,,150000,0.4,375000,0.75,150000,0.4,375000,0.75,1,0,0,Living Christmas tree,48,150000,,,No patent effort,,1,3,0,0,0,0,0,0,0,0.15000001,0.5,,0.15000001,0.15000001,,,0.375,0.15000001,0.375,0.1,1,0,0,0.75,0.40000001,375000,0.375,0.15000001
4,49,11,203,4,0,100000,0.2,500000,0,0,0,,,,,,,,,,,,,,0,0,0,Women purse,6,3840,,,Patent obtained,,1,3,0,0,0,0,1,0,1,0.1,0.5,,,0.00384,,,,,,,0,0,1,,,,,
4,50,12,204,1,0,450000,0.25,1800000,1,3,2,"Kevin O, Lori & Mark",Mark & Lori,Kevin O,150000,0.3,450000,0.35,1285714,0.714285556,450000,0.35,1285714.286,0.714285714,1,0,0,Face painting,60,,102000,,Patent obtained,,1,0,0,0,0,1,1,0,0,0.44999999,1.8,0.15000001,0.44999999,,0.102,,1.285714,0.44999999,1.2857143,0.1,0,0,1,0.71428573,0.34999999,1285714.3,1.2857143,0.44999999
4,50,12,205,2,0,100000,0.33,303030.303,0,0,0,,,,,,,,,,,,,,0,0,0,Arkev : game machine with drinks,24,,80000,,No patent effort,,2,3,0,0,0,0,0,0,0,0.1,0.30303031,,,,0.079999998,,,,,,1,0,0,,,,,
4,50,12,206,3,0,50000,0.3,166666.6667,1,1,0,Kevin O,,Kevin O,50000,,50000,0,50000,0.3,,,,,0,1,0,Dura tent: food screen,,35000,,,Patent obtained,,1,3,0,0,0,0,1,0,0,0.050000001,0.16666667,0.050000001,0.050000001,0.035,,,0.050000001,,,,0,0,1,0.30000001,0,50000,0.050000001,0.050000001
4,50,12,207,4,0,50000,0.15,333333.3333,1,1,1,Mark,Mark,,,,75000,0.4,187500,0.5625,75000,0.4,187500,0.5625,1,0,0,Hair products for children,15,20000,,,No patent effort,,1,3,0,0,0,0,0,1,0,0.050000001,0.33333334,,0.075000003,0.02,,,0.1875,0.075000003,0.1875,0.25,1,0,0,0.5625,0.40000001,187500,0.1875,0.075000003
4,51,13,208,1,0,150000,0.05,3000000,1,5,4,"Kevin O, Lori, Robert, Daymond, Mark","Kevin O, Lori, Robert, Daymond",Mark,250000,0.12,250000,0.12,2083333,0.694444333,150000,,,,1,0,0,Coffee thermos to maintain the temperature,,575000,,,Patent obtained,,2,3,0,0,0,1,1,0,0,0.15000001,3,0.25,0.25,0.57499999,,,2.083333,0.15000001,,,0,0,1,0.69444436,0.12,2083333,2.083333,0.15000001
4,51,13,209,2,0,50000,0.1,500000,1,2,1,"Kevin O, Mark",Mark,Kevin O,50000,0.3,100000,0.3,333333,0.666666,100000,0.3,333333.3333,0.666666667,1,0,0,Laundry bags for cleaning soft toys in washing machine,6,,12000,,Patent filed (any kind),,1,0,0,0,0,1,0.5,1,0,0.050000001,0.5,0.050000001,0.1,,0.012,,0.33333299,0.1,0.33333334,0.2,0,1,0,0.66666669,0.30000001,333333.34,0.33333334,0.1
4,51,13,210,3,0,300000,0.12,2500000,0,0,0,,,,,,,,,,,,,,0,0,0,Fresh ice-cream using nitrogen,84,2000000,,4000000,No patent effort,,2,0,0,0,0,0,0,0,1,0.30000001,2.5,,,2,,4,,,,,1,0,0,,,,,
4,51,13,211,4,0,300000,0.12,2500000,1,3,1,"Kevin O, Robert, Lori",Lori,Robert,400000,0.175,400000,0.175,2285714,0.9142856,300000,0.15,2000000,0.8,1,0,0,Gardening,4,125000,,,Patent filed (any kind),,1,3,0,0,0,1,0.5,0,0,0.30000001,2.5,0.40000001,0.40000001,0.125,,,2.2857139,0.30000001,2,0.029999999,0,1,0,0.80000001,0.15000001,2000000,2,0.30000001
4,52,14,212,1,0,40000,0.14,285714.2857,0,0,0,,,,,,,,,,,,,,0,0,0,Bibs,48,17000,100000,,Patent obtained,,2,0,0,0,0,0,1,0,1,0.039999999,0.2857143,,,0.017000001,0.1,,,,,,0,0,1,,,,,
4,52,14,213,2,0,54000,0.26,207692.3077,1,2,1,"Daymond, Robert",Daymond,Robert,54000,0.4,54000,0.4,135000,0.65,54000,0.4,135000,0.65,1,0,0,Sound bender,6,91000,,,No patent effort,,1,0,0,0,0,1,0,0,0,0.054000001,0.20769231,0.054000001,0.054000001,0.090999998,,,0.13500001,0.054000001,0.13500001,0.14,1,0,0,0.64999998,0.40000001,135000,0.13500001,0.054000001
4,52,14,214,3,1,400000,0.2,2000000,0,0,0,,,,,,,,,,,,,,0,0,0,Tunes on teady bear for kids,36,3000,,,No patent effort,,1,0,1,1,0,0,0,0,0,0.40000001,2,,,0.003,,,,,,,1,0,0,,,,,
4,52,14,215,4,0,400000,0.08,5000000,1,1,0,Kevin O,,Kevin O,400000,0.5,400000,0.5,800000,0.16,,,,,0,1,0,Running shoes,30,130000,650000,200000,Patent filed (any kind),,2,0,0,0,0,0,0.5,0,1,0.40000001,5,0.40000001,0.40000001,0.13,0.64999998,0.2,0.80000001,,,,0,1,0,0.16,0.5,800000,0.80000001,0.40000001
4,53,15,216,1,0,320000,0.2,1600000,0,0,0,,,,,,,,,,,,,,0,0,0,Dry cleaning bag,,265000,,400000,Patent obtained,,2,0,0,0,0,0,1,1,0,0.31999999,1.6,,,0.26499999,,0.40000001,,,,,0,0,1,,,,,
4,53,15,217,2,0,75000,0.1,750000,1,3,2,"Kevin O, Robert & Daymond",Robert & Daymond,Kevin O,100000,,100000,0.15,666667,0.888889333,75000,0.15,500000,0.666666667,1,0,0,Alternative to chewing tobacco,,135000,,300000,No patent effort,,2,2,0,0,0,1,0,0,0,0.075000003,0.75,0.1,0.1,0.13500001,,0.30000001,0.66666698,0.075000003,0.5,0.050000001,1,0,0,0.66666669,0.15000001,500000,0.5,0.075000003
4,53,15,218,3,0,50000,1,50000,0,0,0,,,,,,,,,,,,,,0,0,0,Can cooler,96,,750000,,Patent obtained,,2,0,0,0,0,0,1,0,0,0.050000001,0.050000001,,,,0.75,,,,,,0,0,1,,,,,
4,53,15,219,4,0,90000,0.15,600000,1,4,1,"Kevin O, Barbara & Daymond, Robert",Robert,Kevin O,90000,0.333,90000,0.333,270270,0.45045,90000,0.2,450000,0.75,1,0,0,Hoodie pillow,2,60000,,,Patent obtained,,2,0,0,0,0,1,1,0,1,0.090000004,0.60000002,0.090000004,0.090000004,0.059999999,,,0.27026999,0.090000004,0.44999999,0.050000001,0,0,1,0.75,0.2,450000,0.44999999,0.090000004
4,54,16,220,1,0,75000,0.25,300000,0,0,0,,,,,,,,,,,,,,0,0,0,S'more muffin,30,,250000,165000,No patent effort,,1,0,0,0,0,0,0,1,0,0.075000003,0.30000001,,,,0.25,0.16500001,,,,,1,0,0,,,,,
4,54,16,221,2,0,1000000,0.12,8333333.333,1,1,0,Kevin O,,,,,1000000,0.2,5000000,0.6,1000000,0.2,5000000,0.6,1,0,0,Sushi roll,36,250000,,,No patent effort,,2,0,0,0,0,0,0,0,0,1,8.333333,,1,0.25,,,5,1,5,0.079999998,1,0,0,0.60000002,0.2,5000000,5,1
4,54,16,222,3,0,100000,0.3,333333.3333,0,0,0,,,,,,,,,,,,,,0,0,0,Online therapy for women,30,,75000,21000,No patent effort,,1,0,0,0,0,0,0,1,0,0.1,0.33333334,,,,0.075000003,0.021,,,,,1,0,0,,,,,
4,54,16,223,4,0,100000,0.15,666666.6667,1,2,2,Robert & Mark,Robert & Mark,,,,100000,0.3,333333,0.4999995,100000,0.3,333333.3333,0.5,1,0,0,Smart wheel for teenage drivers,,,,,No patent effort,,6,0,0,0,0,1,0,0,1,0.1,0.66666669,,0.1,,,,0.33333299,0.1,0.33333334,0.15000001,1,0,0,0.5,0.30000001,333333.34,0.33333334,0.1
4,55,17,224,1,0,90000,0.2,450000,0,0,0,,,,,,,,,,,,,,0,0,0,Children's bedding,12,113000,,,No patent effort,,2,0,0,0,0,0,0,1,0,0.090000004,0.44999999,,,0.113,,,,,,,1,0,0,,,,,
4,55,17,225,2,0,150000,0.05,3000000,1,1,0,Kevin O,,Kevin O,150000,0.2,150000,0.2,750000,0.25,,,,,0,1,0,Camouflage clothing,,150000,,,No patent effort,,2,0,0,0,1,0,0,0,0,0.15000001,3,0.15000001,0.15000001,0.15000001,,,0.75,,,,1,0,0,0.25,0.2,750000,0.75,0.15000001
4,55,17,226,3,0,150000,0.3,500000,0,0,0,,,,,,,,,,,,,,0,0,0,Denim jeans,12,12000,,850000,No patent effort,,2,0,0,0,0,0,0,1,0,0.15000001,0.5,,,0.012,,0.85000002,,,,,1,0,0,,,,,
4,55,17,227,4,0,150000,0.1,1500000,1,2,0,"Kevin O, Robert",,Robert,150000,0.25,150000,0.25,600000,0.4,,,,,0,1,0,Wooden frame for glasses,12,433000,,850000,No patent effort,,3,0,0,0,0,1,0,0,0,0.15000001,1.5,0.15000001,0.15000001,0.433,,0.85000002,0.60000002,,,,1,0,0,0.40000001,0.25,600000,0.60000002,0.15000001
4,56,18,228,1,0,250000,0.2,1250000,1,2,2,Mark & Robert,Mark & Robert,,,,250000,0.35,714286,0.5714288,250000,0.35,714285.7143,0.571428571,1,0,0,Peanut butter,5,100000,,,No patent effort,,3,0,0,0,0,1,0,0,0,0.25,1.25,,0.25,0.1,,,0.71428603,0.25,0.71428573,0.15000001,1,0,0,0.5714286,0.34999999,714285.69,0.71428567,0.25
4,56,18,229,2,0,250000,0.1,2500000,1,1,0,Kevin O,,Kevin O,250000,0.4,250000,0.4,625000,0.25,,,,,0,1,0,Nausea remedy bands,60,1000000,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.25,2.5,0.25,0.25,1,,,0.625,,,,1,0,0,0.25,0.40000001,625000,0.625,0.25
4,56,18,230,3,0,80000,0.2,400000,0,0,0,,,,,,,,,,,,,,0,0,0,Tattoo removal,18,,2388,200000,No patent effort,,2,0,0,0,0,0,0,0,0,0.079999998,0.40000001,,,,0.002388,0.2,,,,,1,0,0,,,,,
4,56,18,231,4,0,70000,0.3,233333.3333,1,1,1,Daymond,Daymond,,,,70000,0.7,100000,0.428571429,70000,0.7,100000,0.428571429,1,0,0,Women shoes,,,,,Patent filed (any kind),,1,3,0,0,0,0,0.5,1,0,0.07,0.23333333,,0.07,,,,0.1,0.07,0.1,0.40000001,0,1,0,0.42857143,0.69999999,100000,0.1,0.07
4,57,19,232,1,0,150000,0.1,1500000,0,0,0,,,,,,,,,,,,,,0,0,0,Baby disco,84,525000,2800000,750000,No patent effort,,2,0,0,0,0,0,0,0,1,0.15000001,1.5,,,0.52499998,2.8,0.75,,,,,1,0,0,,,,,
4,57,19,233,2,0,120000,0.25,480000,1,1,1,Daymond,Daymond,,,,120000,0.25,480000,1,120000,0.25,480000,1,1,0,0,Workouts to loose weight,,,,,Patent obtained,,1,0,0,0,0,0,1,0,0,0.12,0.47999999,,0.12,,,,0.47999999,0.12,0.47999999,0,0,0,1,1,0.25,480000,0.47999999,0.12
4,57,19,234,3,0,160000,0.2,800000,0,0,0,,,,,,,,,,,,,,0,0,0,Mobile accessories protection,4,,60000,,No patent effort,,2,0,0,0,0,0,0,0,0,0.16,0.80000001,,,,0.059999999,,,,,,1,0,0,,,,,
4,57,19,235,4,0,200000,0.2,1000000,1,1,1, Lori,Lori,,,,200000,0.58,344828,0.344828,200000,0.58,344827.5862,0.344827586,1,0,0,Bean bag,132,1400000,,,Patent obtained,,1,0,0,0,0,0,1,0,0,0.2,1,,0.2,1.4,,,0.34482801,0.2,0.34482759,0.38,0,0,1,0.34482759,0.57999998,344827.59,0.34482759,0.2
4,58,20,236,1,0,300000,0.15,2000000,1,2,1,"Kevin O, Lori",Lori,Kevin O,300000,,300000,0.2,1500000,0.75,300000,0.2,1500000,0.75,1,0,0,Drop stop for cars,48,300000,1300000,,Patent obtained,,2,0,0,0,0,1,1,0,0,0.30000001,2,0.30000001,0.30000001,0.30000001,1.3,,1.5,0.30000001,1.5,0.050000001,0,0,1,0.75,0.2,1500000,1.5,0.30000001
4,58,20,237,2,0,225000,0.25,900000,0,0,0,,,,,,,,,,,,,,0,0,0,Traditional fisheries: lionfish,,12000,,,No patent effort,,2,0,0,0,1,0,0,0,0,0.22499999,0.89999998,,,0.012,,,,,,,1,0,0,,,,,
4,58,20,238,3,0,100000,0.1,1000000,1,1,1,Mark,Mark,,,,100000,0.33,303030,0.30303,100000,0.33,303030.303,0.303030303,1,0,0,Simpe sugars,36,55000,,100000,No patent effort,,1,1,0,0,0,0,0,1,0,0.1,1,,0.1,0.055,,0.1,0.30303001,0.1,0.30303031,0.23,1,0,0,0.30303031,0.33000001,303030.31,0.30303031,0.1
